,TIME_PERIOD,Sector,OBS_VALUE
2796,2016,Water supply & sanitation,193.201264
2797,2016,Water supply - large systems,16.736177
2798,2016,Water supply and sanitation - large systems,47.299751
2799,2016,Water transport,0.0137
2800,2016,Wind energy,1.390752
2801,2016,"Women's rights organisations and movements, and government institutions",15.519443
2802,2017,Administrative costs (non-sector allocable),45.79938
2803,2017,Administrative costs of donors,45.79938
2804,2017,Advanced technical and managerial training,0.168016
2805,2017,Agrarian reform,1.309178
2806,2017,Agricultural alternative development,1.662197
2807,2017,Agricultural co-operatives,9.902929
2808,2017,Agricultural development,172.988596
2809,2017,Agricultural education/training,5.731731
2810,2017,Agricultural extension,15.010919
2811,2017,Agricultural financial services,5.649259
2812,2017,Agricultural inputs,0.901991
2813,2017,Agricultural land resources,37.941316
2814,2017,Agricultural policy and administrative management,29.708498
2815,2017,Agricultural research,43.011517
2816,2017,Agricultural services,13.113228
2817,2017,Agricultural water resources,52.125057
2818,2017,Agriculture,404.962592
2819,2017,"Agriculture, forestry, fishing",409.972786
2820,2017,Agro-industries,2.199972
2821,2017,Air transport,0.068233
2822,2017,All sectors,4977.713856
2823,2017,Anti-corruption organisations and institutions,1.624376
2824,2017,Banking and financial services,25.238851
2825,2017,Basic drinking water supply,34.415826
2826,2017,Basic drinking water supply and basic sanitation,44.668791
2827,2017,Basic education,127.165464
2828,2017,Basic health,439.653962
2829,2017,Basic health care,142.340213
2830,2017,Basic health infrastructure,2.752696
2831,2017,Basic life skills for adults,3.729323
2832,2017,Basic nutrition,62.38512
2833,2017,Basic sanitation,10.282052
2834,2017,Biodiversity,9.6932
2835,2017,Biofuel-fired power plants,2.324815
2836,2017,Biosphere protection,7.707921
2837,2017,Business and other services,15.083032
2838,2017,Business policy and administration,15.083032
2839,2017,Child soldiers (prevention and demobilisation),0.125374
2840,2017,"Civilian peace-building, conflict prevention and resolution",5.17353
2841,2017,Commodity aid / General programme assistance,285.120973
2842,2017,Communications,5.390999
2843,2017,Communications policy and administrative management,0.49381
2844,2017,"Conflict, peace and security",7.983134
2845,2017,Construction,0.102701
2846,2017,Construction policy and administrative management,0.102701
2847,2017,Cottage industries and handicraft,0.098132
2848,2017,Culture and recreation,2.594432
2849,2017,Decentralisation and support to subnational government,98.169349
2850,2017,Democratic participation and civil society,12.631831
2851,2017,Development food assistance,285.120973
2852,2017,Disaster prevention and preparedness,35.196048
2853,2017,Disaster risk reduction,0.336049
2854,2017,Domestic revenue mobilisation,2.807302
2855,2017,Early childhood education,1.54731
2856,2017,Economic infrastructure and services,481.602794
2857,2017,Education,238.594478
2858,2017,Education and training in water supply and sanitation,2.182478
2859,2017,Education facilities and training,27.066376
2860,2017,Education policy and administrative management,10.090646
2861,2017,"Education, level unspecified",42.500733
2862,2017,Education/training in banking and financial services,0.481436
2863,2017,Elections,2.379754
2864,2017,Electric power transmission and distribution (centralised grids),165.281095
2865,2017,Emergency food assistance,496.245463
2866,2017,Emergency response,918.64828
2867,2017,Employment creation,10.257626
2868,2017,Ending violence against women and girls,3.37129
2869,2017,Energy,235.120486
2870,2017,Energy conservation and demand-side efficiency,0.323872
2871,2017,Energy distribution,165.281095
2872,2017,"Energy generation, non-renewable sources",1.951152
2873,2017,"Energy generation, non-renewable sources, unspecified",1.951152
2874,2017,"Energy generation, renewable sources",64.9123
2875,2017,"Energy generation, renewable sources - multiple technologies",54.652859
2876,2017,Energy policy,2.975939
2877,2017,Energy policy and administrative management,2.625003
2878,2017,Energy research,0.027064
2879,2017,Engineering,0.132219
2880,2017,Environmental education/training,5.68741
2881,2017,Environmental policy and administrative management,28.790673
2882,2017,Environmental research,1.607594
2883,2017,"Facilitation of orderly, safe, regular and responsible migration and mobility",0.817495
2884,2017,Family planning,88.939212
2885,2017,Financial policy and administrative management,14.80433
2886,2017,Fishery education/training,0.051971
2887,2017,Fishery research,0.020355
2888,2017,Fishing,0.072326
2889,2017,Food assistance,285.120973
2890,2017,Food crop production,7.07968
2891,2017,Forest industries,0.123366
2892,2017,Forestry,4.937868
2893,2017,Forestry development,3.310551
2894,2017,Forestry policy and administrative management,1.574014
2895,2017,Formal sector financial intermediaries,8.155744
2896,2017,Fuelwood/charcoal,0.053303
2897,2017,General environment protection,53.494321
2898,2017,Geothermal energy,4.023699
2899,2017,Government and civil society,185.746269
2900,2017,"Government and civil society, general",177.763135
2901,2017,Health,524.248289
2902,2017,Health education,7.642909
2903,2017,Health personnel development,4.732532
2904,2017,Health policy and administrative management,77.129456
2905,2017,"Health, general",84.594327
2906,2017,Higher education,30.067602
2907,2017,Housing policy and administrative management,0.218352
2908,2017,Human rights,8.865189
2909,2017,Humanitarian aid,973.943471
2910,2017,Hydro-electric power plants,0.014681
2911,2017,Immediate post-emergency reconstruction and rehabilitation,20.099143
2912,2017,Industrial crops/export crops,0.008314
2913,2017,Industrial development,87.578606
2914,2017,Industrial policy and administrative management,14.165628
2915,2017,Industry,130.774347
2916,2017,"Industry, mining, construction",133.249344
2917,2017,Infectious disease control,38.077732
2918,2017,Informal/semi-formal financial intermediaries,1.797341
2919,2017,Information and communication technology (ICT),4.897189
2920,2017,Legal and judicial development,5.534162
2921,2017,Legislatures and political parties,0.063852
2922,2017,Livestock,7.697688
2923,2017,Livestock/veterinary services,0.56907
2924,2017,Low-cost housing,0.027076
2925,2017,Lower secondary education,0.295313
2926,2017,Malaria control,138.211947
2927,2017,Material relief assistance and services,317.699761
2928,2017,Media and free flow of information,0.613287
2929,2017,Medical education/training,1.598742
2930,2017,Medical research,3.760195
2931,2017,Medical services,2.105934
2932,2017,Mineral prospection and exploration,0.282275
2933,2017,Mineral resources and mining,2.372296
2934,2017,Mineral/mining policy and administrative management,1.496343
2935,2017,Multi-hazard response preparedness,35.196048
2936,2017,Multi-sector / Cross-cutting,229.896445
2937,2017,Multisector aid,118.204785
2938,2017,Multisector aid for basic social services,100.381922
2939,2017,Multisector education/training,1.972937
2940,2017,Other multisector,176.402124
2941,2017,Other social infrastructure and services,626.825381
2942,2017,Participation in international peacekeeping operations,0.202484
2943,2017,Personnel development for population and reproductive health,16.524603
2944,2017,Plant and post-harvest protection and pest control,0.551424
2945,2017,Population policies/Programmes & reproductive health,530.875167
2946,2017,Population policy and administrative management,10.480801
2947,2017,Post-secondary education,30.235618
2948,2017,Precious metals/materials,0.593678
2949,2017,Primary education,121.593518
2950,2017,Production sectors,571.867135
2951,2017,Promotion of development awareness (non-sector allocable),0.015343
2952,2017,Public finance management (PFM),9.750697
2953,2017,Public sector policy and administrative management,13.677784
2954,2017,Reconstruction relief and rehabilitation,20.099143
2955,2017,Refugees in donor countries,0.258848
2956,2017,Refugees/asylum seekers  in donor countries (non-sector allocable),0.258848
2957,2017,Relief co-ordination and support services,104.703056
2958,2017,Reproductive health care,126.093345
2959,2017,Research/scientific institutions,6.036298
2960,2017,River basins development,0.007325
2961,2017,Road transport,190.67036
2962,2017,Rural development,38.866167
2963,2017,STD control including HIV/AIDS,288.837206
2964,2017,Sanitation - large systems,0.55956
2965,2017,Secondary education,38.692663
2966,2017,Sector allocable,3586.595521
2967,2017,Sectors not specified,85.98032
2968,2017,Security system management and reform,2.481746
2969,2017,Site preservation,0.007523
2970,2017,Small and medium-sized enterprises (SME) development,18.592486
2971,2017,Social infrastructure and services,2303.229147
2972,2017,Social mitigation of HIV/AIDS,0.991559
2973,2017,Social protection,510.498925
2974,2017,Solar energy for centralised grids,0.534419
2975,2017,Statistical capacity building,1.855489
2976,2017,Storage,0.026251
2977,2017,Teacher training,5.343711
2978,2017,Technological research and development,3.352236
2979,2017,"Textiles, leather and substitutes",4.531702
2980,2017,Tourism,0.104898
2981,2017,Tourism policy and administrative management,0.104898
2982,2017,Trade education/training,0.044219
2983,2017,Trade facilitation,28.259842
2984,2017,Trade policies and regulations,28.540107
2985,2017,Trade policy and administrative management,0.236046
2986,2017,Transport and storage,200.769426
2987,2017,Transport policy and administrative management,10.004582
2988,2017,Tuberculosis control,43.510813
2989,2017,Unallocated / unspecified,85.995663
2990,2017,Upper secondary education,5.721281
2991,2017,Urban development and management,10.985888
2992,2017,Vocational training,32.971382
2993,2017,Waste management/disposal,2.316836
2994,2017,Water resources conservation (including data collection),2.406045
2995,2017,Water sector policy and administrative management,19.976948
2996,2017,Water supply & sanitation,196.939563
2997,2017,Water supply - large systems,20.574349
2998,2017,Water supply and sanitation - large systems,59.549353
2999,2017,Wind energy,3.361827
3000,2017,"Women's rights organisations and movements, and government institutions",17.456767
3001,2018,Administrative costs (non-sector allocable),41.34613
3002,2018,Administrative costs of donors,41.34613
3003,2018,Advanced technical and managerial training,2.084077
3004,2018,Agrarian reform,0.002182
3005,2018,Agricultural alternative development,0.010888
3006,2018,Agricultural co-operatives,14.363474
3007,2018,Agricultural development,149.673692
3008,2018,Agricultural education/training,2.389618
3009,2018,Agricultural extension,30.841555
3010,2018,Agricultural financial services,7.506938
3011,2018,Agricultural inputs,0.479094
